date,Alarm Year,Alarm Month,Alarm Day,Major Incident Type,Incident Count,id
29/04/2010,2010,4,29,Investigation,16,2010-04-29Investigation
29/04/2010,2010,4,29,Medical/Rescue,72,2010-04-29Medical/Rescue
29/04/2010,2010,4,29,Public Service Assistance,18,2010-04-29Public Service Assistance
30/04/2010,2010,4,30,False Alarm,23,2010-04-30False Alarm
30/04/2010,2010,4,30,Fire,7,2010-04-30Fire
30/04/2010,2010,4,30,Hazardous Condition,21,2010-04-30Hazardous Condition
30/04/2010,2010,4,30,Investigation,12,2010-04-30Investigation
30/04/2010,2010,4,30,Medical/Rescue,64,2010-04-30Medical/Rescue
05/02/2010,2010,2,5,False Alarm,25,2010-02-05False Alarm
15/02/2010,2010,2,15,Investigation,9,2010-02-15Investigation
15/02/2010,2010,2,15,Medical/Rescue,43,2010-02-15Medical/Rescue
30/04/2010,2010,4,30,Public Service Assistance,9,2010-04-30Public Service Assistance
30/04/2010,2010,4,30,Severe Weather,1,2010-04-30Severe Weather
01/05/2010,2010,5,1,False Alarm,14,2010-05-01False Alarm
01/05/2010,2010,5,1,Fire,8,2010-05-01Fire
01/05/2010,2010,5,1,Hazardous Condition,23,2010-05-01Hazardous Condition
01/05/2010,2010,5,1,Investigation,16,2010-05-01Investigation
01/05/2010,2010,5,1,Medical/Rescue,58,2010-05-01Medical/Rescue
01/05/2010,2010,5,1,Public Service Assistance,13,2010-05-01Public Service Assistance
02/05/2010,2010,5,2,False Alarm,20,2010-05-02False Alarm
02/05/2010,2010,5,2,Fire,11,2010-05-02Fire
02/05/2010,2010,5,2,Hazardous Condition,12,2010-05-02Hazardous Condition
02/05/2010,2010,5,2,Investigation,8,2010-05-02Investigation
02/05/2010,2010,5,2,Medical/Rescue,56,2010-05-02Medical/Rescue
02/05/2010,2010,5,2,Public Service Assistance,13,2010-05-02Public Service Assistance
03/05/2010,2010,5,3,False Alarm,29,2010-05-03False Alarm
03/05/2010,2010,5,3,Fire,10,2010-05-03Fire
03/05/2010,2010,5,3,Hazardous Condition,32,2010-05-03Hazardous Condition
03/05/2010,2010,5,3,Investigation,16,2010-05-03Investigation
03/05/2010,2010,5,3,Medical/Rescue,55,2010-05-03Medical/Rescue
03/05/2010,2010,5,3,Public Service Assistance,5,2010-05-03Public Service Assistance
04/05/2010,2010,5,4,False Alarm,22,2010-05-04False Alarm
04/05/2010,2010,5,4,Hazardous Condition,20,2010-05-04Hazardous Condition
04/05/2010,2010,5,4,Investigation,13,2010-05-04Investigation
04/05/2010,2010,5,4,Medical/Rescue,38,2010-05-04Medical/Rescue
04/05/2010,2010,5,4,Public Service Assistance,17,2010-05-04Public Service Assistance
05/05/2010,2010,5,5,False Alarm,18,2010-05-05False Alarm
05/05/2010,2010,5,5,Fire,6,2010-05-05Fire
05/05/2010,2010,5,5,Hazardous Condition,19,2010-05-05Hazardous Condition
05/05/2010,2010,5,5,Investigation,8,2010-05-05Investigation
05/05/2010,2010,5,5,Medical/Rescue,59,2010-05-05Medical/Rescue
05/05/2010,2010,5,5,Public Service Assistance,9,2010-05-05Public Service Assistance
06/05/2010,2010,5,6,False Alarm,18,2010-05-06False Alarm
06/05/2010,2010,5,6,Fire,4,2010-05-06Fire
06/05/2010,2010,5,6,Hazardous Condition,17,2010-05-06Hazardous Condition
06/05/2010,2010,5,6,Investigation,10,2010-05-06Investigation
06/05/2010,2010,5,6,Medical/Rescue,90,2010-05-06Medical/Rescue
06/05/2010,2010,5,6,Public Service Assistance,6,2010-05-06Public Service Assistance
07/05/2010,2010,5,7,False Alarm,24,2010-05-07False Alarm
07/05/2010,2010,5,7,Fire,8,2010-05-07Fire
07/05/2010,2010,5,7,Hazardous Condition,17,2010-05-07Hazardous Condition
07/05/2010,2010,5,7,Investigation,11,2010-05-07Investigation
07/05/2010,2010,5,7,Medical/Rescue,53,2010-05-07Medical/Rescue
07/05/2010,2010,5,7,Public Service Assistance,6,2010-05-07Public Service Assistance
08/05/2010,2010,5,8,False Alarm,9,2010-05-08False Alarm
08/05/2010,2010,5,8,Fire,5,2010-05-08Fire
08/05/2010,2010,5,8,Hazardous Condition,12,2010-05-08Hazardous Condition
08/05/2010,2010,5,8,Investigation,12,2010-05-08Investigation
08/05/2010,2010,5,8,Medical/Rescue,57,2010-05-08Medical/Rescue
08/05/2010,2010,5,8,Public Service Assistance,9,2010-05-08Public Service Assistance
09/05/2010,2010,5,9,False Alarm,13,2010-05-09False Alarm
09/05/2010,2010,5,9,Fire,8,2010-05-09Fire
09/05/2010,2010,5,9,Hazardous Condition,15,2010-05-09Hazardous Condition
09/05/2010,2010,5,9,Investigation,5,2010-05-09Investigation
09/05/2010,2010,5,9,Medical/Rescue,60,2010-05-09Medical/Rescue
09/05/2010,2010,5,9,Public Service Assistance,4,2010-05-09Public Service Assistance
10/05/2010,2010,5,10,False Alarm,21,2010-05-10False Alarm
10/05/2010,2010,5,10,Fire,8,2010-05-10Fire
10/05/2010,2010,5,10,Hazardous Condition,19,2010-05-10Hazardous Condition
10/05/2010,2010,5,10,Investigation,18,2010-05-10Investigation
10/05/2010,2010,5,10,Medical/Rescue,47,2010-05-10Medical/Rescue
10/05/2010,2010,5,10,Public Service Assistance,5,2010-05-10Public Service Assistance
11/05/2010,2010,5,11,False Alarm,22,2010-05-11False Alarm
11/05/2010,2010,5,11,Fire,6,2010-05-11Fire
11/05/2010,2010,5,11,Hazardous Condition,23,2010-05-11Hazardous Condition
11/05/2010,2010,5,11,Investigation,11,2010-05-11Investigation
11/05/2010,2010,5,11,Medical/Rescue,50,2010-05-11Medical/Rescue
11/05/2010,2010,5,11,Public Service Assistance,12,2010-05-11Public Service Assistance
11/05/2010,2010,5,11,Rupture/Explosion,1,2010-05-11Rupture/Explosion
12/05/2010,2010,5,12,False Alarm,26,2010-05-12False Alarm
12/05/2010,2010,5,12,Fire,7,2010-05-12Fire
12/05/2010,2010,5,12,Hazardous Condition,22,2010-05-12Hazardous Condition
12/05/2010,2010,5,12,Investigation,16,2010-05-12Investigation
12/05/2010,2010,5,12,Medical/Rescue,60,2010-05-12Medical/Rescue
12/05/2010,2010,5,12,Public Service Assistance,6,2010-05-12Public Service Assistance
13/05/2010,2010,5,13,False Alarm,21,2010-05-13False Alarm
13/05/2010,2010,5,13,Fire,8,2010-05-13Fire
13/05/2010,2010,5,13,Hazardous Condition,29,2010-05-13Hazardous Condition
13/05/2010,2010,5,13,Medical/Rescue,61,2010-05-13Medical/Rescue
13/05/2010,2010,5,13,Public Service Assistance,12,2010-05-13Public Service Assistance
14/05/2010,2010,5,14,False Alarm,23,2010-05-14False Alarm
14/05/2010,2010,5,14,Hazardous Condition,32,2010-05-14Hazardous Condition
14/05/2010,2010,5,14,Investigation,21,2010-05-14Investigation
14/05/2010,2010,5,14,Medical/Rescue,57,2010-05-14Medical/Rescue
14/05/2010,2010,5,14,Public Service Assistance,7,2010-05-14Public Service Assistance
15/05/2010,2010,5,15,False Alarm,14,2010-05-15False Alarm
15/05/2010,2010,5,15,Fire,14,2010-05-15Fire
15/05/2010,2010,5,15,Hazardous Condition,25,2010-05-15Hazardous Condition
15/05/2010,2010,5,15,Investigation,18,2010-05-15Investigation
15/05/2010,2010,5,15,Medical/Rescue,60,2010-05-15Medical/Rescue
15/05/2010,2010,5,15,Public Service Assistance,24,2010-05-15Public Service Assistance
16/05/2010,2010,5,16,False Alarm,18,2010-05-16False Alarm
16/05/2010,2010,5,16,Fire,12,2010-05-16Fire
16/05/2010,2010,5,16,Hazardous Condition,10,2010-05-16Hazardous Condition
16/05/2010,2010,5,16,Investigation,19,2010-05-16Investigation
16/05/2010,2010,5,16,Medical/Rescue,50,2010-05-16Medical/Rescue
16/05/2010,2010,5,16,Public Service Assistance,15,2010-05-16Public Service Assistance
17/05/2010,2010,5,17,False Alarm,24,2010-05-17False Alarm
17/05/2010,2010,5,17,Hazardous Condition,28,2010-05-17Hazardous Condition
17/05/2010,2010,5,17,Investigation,15,2010-05-17Investigation
17/05/2010,2010,5,17,Medical/Rescue,58,2010-05-17Medical/Rescue
17/05/2010,2010,5,17,Public Service Assistance,9,2010-05-17Public Service Assistance
18/05/2010,2010,5,18,False Alarm,22,2010-05-18False Alarm
18/05/2010,2010,5,18,Fire,9,2010-05-18Fire
18/05/2010,2010,5,18,Hazardous Condition,27,2010-05-18Hazardous Condition
18/05/2010,2010,5,18,Investigation,21,2010-05-18Investigation
18/05/2010,2010,5,18,Medical/Rescue,51,2010-05-18Medical/Rescue
18/05/2010,2010,5,18,Public Service Assistance,7,2010-05-18Public Service Assistance
18/05/2010,2010,5,18,Severe Weather,1,2010-05-18Severe Weather
19/05/2010,2010,5,19,False Alarm,25,2010-05-19False Alarm
19/05/2010,2010,5,19,Fire,3,2010-05-19Fire
19/05/2010,2010,5,19,Hazardous Condition,19,2010-05-19Hazardous Condition
11/01/2010,2010,1,11,False Alarm,32,2010-01-11False Alarm
05/02/2010,2010,2,5,Hazardous Condition,30,2010-02-05Hazardous Condition
19/05/2010,2010,5,19,Investigation,11,2010-05-19Investigation
19/05/2010,2010,5,19,Medical/Rescue,59,2010-05-19Medical/Rescue
19/05/2010,2010,5,19,Public Service Assistance,4,2010-05-19Public Service Assistance
19/05/2010,2010,5,19,Rupture/Explosion,1,2010-05-19Rupture/Explosion
20/05/2010,2010,5,20,False Alarm,18,2010-05-20False Alarm
20/05/2010,2010,5,20,Hazardous Condition,14,2010-05-20Hazardous Condition
20/05/2010,2010,5,20,Investigation,8,2010-05-20Investigation
20/05/2010,2010,5,20,Medical/Rescue,57,2010-05-20Medical/Rescue
20/05/2010,2010,5,20,Public Service Assistance,5,2010-05-20Public Service Assistance
21/05/2010,2010,5,21,False Alarm,28,2010-05-21False Alarm
21/05/2010,2010,5,21,Fire,11,2010-05-21Fire
21/05/2010,2010,5,21,Hazardous Condition,24,2010-05-21Hazardous Condition
21/05/2010,2010,5,21,Investigation,12,2010-05-21Investigation
21/05/2010,2010,5,21,Medical/Rescue,47,2010-05-21Medical/Rescue
21/05/2010,2010,5,21,Public Service Assistance,7,2010-05-21Public Service Assistance
21/05/2010,2010,5,21,Rupture/Explosion,1,2010-05-21Rupture/Explosion
22/05/2010,2010,5,22,False Alarm,11,2010-05-22False Alarm
22/05/2010,2010,5,22,Fire,6,2010-05-22Fire
22/05/2010,2010,5,22,Hazardous Condition,16,2010-05-22Hazardous Condition
22/05/2010,2010,5,22,Investigation,10,2010-05-22Investigation
22/05/2010,2010,5,22,Medical/Rescue,47,2010-05-22Medical/Rescue
22/05/2010,2010,5,22,Public Service Assistance,10,2010-05-22Public Service Assistance
23/05/2010,2010,5,23,False Alarm,15,2010-05-23False Alarm
23/05/2010,2010,5,23,Fire,5,2010-05-23Fire
23/05/2010,2010,5,23,Hazardous Condition,16,2010-05-23Hazardous Condition
23/05/2010,2010,5,23,Investigation,12,2010-05-23Investigation
23/05/2010,2010,5,23,Medical/Rescue,60,2010-05-23Medical/Rescue
23/05/2010,2010,5,23,Public Service Assistance,12,2010-05-23Public Service Assistance
24/05/2010,2010,5,24,False Alarm,15,2010-05-24False Alarm
24/05/2010,2010,5,24,Fire,3,2010-05-24Fire
24/05/2010,2010,5,24,Hazardous Condition,9,2010-05-24Hazardous Condition
24/05/2010,2010,5,24,Investigation,12,2010-05-24Investigation
24/05/2010,2010,5,24,Medical/Rescue,46,2010-05-24Medical/Rescue
24/05/2010,2010,5,24,Public Service Assistance,7,2010-05-24Public Service Assistance
25/05/2010,2010,5,25,False Alarm,19,2010-05-25False Alarm
25/05/2010,2010,5,25,Fire,6,2010-05-25Fire
25/05/2010,2010,5,25,Hazardous Condition,24,2010-05-25Hazardous Condition
25/05/2010,2010,5,25,Investigation,11,2010-05-25Investigation
25/05/2010,2010,5,25,Medical/Rescue,57,2010-05-25Medical/Rescue
25/05/2010,2010,5,25,Public Service Assistance,11,2010-05-25Public Service Assistance
26/05/2010,2010,5,26,False Alarm,19,2010-05-26False Alarm
26/05/2010,2010,5,26,Investigation,4,2010-05-26Investigation
26/05/2010,2010,5,26,Medical/Rescue,77,2010-05-26Medical/Rescue
26/05/2010,2010,5,26,Public Service Assistance,13,2010-05-26Public Service Assistance
27/05/2010,2010,5,27,False Alarm,32,2010-05-27False Alarm
27/05/2010,2010,5,27,Fire,7,2010-05-27Fire
27/05/2010,2010,5,27,Hazardous Condition,14,2010-05-27Hazardous Condition
27/05/2010,2010,5,27,Investigation,17,2010-05-27Investigation
27/05/2010,2010,5,27,Medical/Rescue,57,2010-05-27Medical/Rescue
27/05/2010,2010,5,27,Public Service Assistance,7,2010-05-27Public Service Assistance
28/05/2010,2010,5,28,False Alarm,19,2010-05-28False Alarm
28/05/2010,2010,5,28,Fire,2,2010-05-28Fire
28/05/2010,2010,5,28,Hazardous Condition,23,2010-05-28Hazardous Condition
28/05/2010,2010,5,28,Investigation,13,2010-05-28Investigation
28/05/2010,2010,5,28,Medical/Rescue,37,2010-05-28Medical/Rescue
28/05/2010,2010,5,28,Public Service Assistance,6,2010-05-28Public Service Assistance
29/05/2010,2010,5,29,False Alarm,25,2010-05-29False Alarm
29/05/2010,2010,5,29,Fire,3,2010-05-29Fire
29/05/2010,2010,5,29,Hazardous Condition,15,2010-05-29Hazardous Condition
29/05/2010,2010,5,29,Investigation,10,2010-05-29Investigation
29/05/2010,2010,5,29,Medical/Rescue,61,2010-05-29Medical/Rescue
29/05/2010,2010,5,29,Public Service Assistance,10,2010-05-29Public Service Assistance
30/05/2010,2010,5,30,False Alarm,16,2010-05-30False Alarm
30/05/2010,2010,5,30,Hazardous Condition,15,2010-05-30Hazardous Condition
30/05/2010,2010,5,30,Investigation,11,2010-05-30Investigation
30/05/2010,2010,5,30,Medical/Rescue,65,2010-05-30Medical/Rescue
30/05/2010,2010,5,30,Public Service Assistance,8,2010-05-30Public Service Assistance
31/05/2010,2010,5,31,False Alarm,14,2010-05-31False Alarm
31/05/2010,2010,5,31,Fire,3,2010-05-31Fire
31/05/2010,2010,5,31,Hazardous Condition,25,2010-05-31Hazardous Condition
31/05/2010,2010,5,31,Investigation,10,2010-05-31Investigation
31/05/2010,2010,5,31,Medical/Rescue,54,2010-05-31Medical/Rescue
31/05/2010,2010,5,31,Public Service Assistance,7,2010-05-31Public Service Assistance
01/06/2010,2010,6,1,False Alarm,21,2010-06-01False Alarm
05/02/2010,2010,2,5,Investigation,12,2010-02-05Investigation
01/06/2010,2010,6,1,Fire,2,2010-06-01Fire
01/06/2010,2010,6,1,Hazardous Condition,21,2010-06-01Hazardous Condition
01/06/2010,2010,6,1,Investigation,12,2010-06-01Investigation
01/06/2010,2010,6,1,Medical/Rescue,52,2010-06-01Medical/Rescue
01/06/2010,2010,6,1,Public Service Assistance,6,2010-06-01Public Service Assistance
02/06/2010,2010,6,2,False Alarm,21,2010-06-02False Alarm
02/06/2010,2010,6,2,Fire,5,2010-06-02Fire
02/06/2010,2010,6,2,Hazardous Condition,23,2010-06-02Hazardous Condition
02/06/2010,2010,6,2,Investigation,10,2010-06-02Investigation
02/06/2010,2010,6,2,Medical/Rescue,75,2010-06-02Medical/Rescue
02/06/2010,2010,6,2,Public Service Assistance,9,2010-06-02Public Service Assistance
03/06/2010,2010,6,3,False Alarm,27,2010-06-03False Alarm
03/06/2010,2010,6,3,Fire,1,2010-06-03Fire
03/06/2010,2010,6,3,Hazardous Condition,10,2010-06-03Hazardous Condition
03/06/2010,2010,6,3,Investigation,12,2010-06-03Investigation
03/06/2010,2010,6,3,Medical/Rescue,54,2010-06-03Medical/Rescue
03/06/2010,2010,6,3,Public Service Assistance,6,2010-06-03Public Service Assistance
04/06/2010,2010,6,4,False Alarm,19,2010-06-04False Alarm
04/06/2010,2010,6,4,Fire,8,2010-06-04Fire
04/06/2010,2010,6,4,Hazardous Condition,18,2010-06-04Hazardous Condition
04/06/2010,2010,6,4,Investigation,12,2010-06-04Investigation
04/06/2010,2010,6,4,Medical/Rescue,63,2010-06-04Medical/Rescue
04/06/2010,2010,6,4,Public Service Assistance,13,2010-06-04Public Service Assistance
05/06/2010,2010,6,5,False Alarm,21,2010-06-05False Alarm
05/06/2010,2010,6,5,Fire,2,2010-06-05Fire
05/06/2010,2010,6,5,Hazardous Condition,12,2010-06-05Hazardous Condition
05/06/2010,2010,6,5,Investigation,19,2010-06-05Investigation
05/06/2010,2010,6,5,Medical/Rescue,45,2010-06-05Medical/Rescue
05/06/2010,2010,6,5,Public Service Assistance,13,2010-06-05Public Service Assistance
05/06/2010,2010,6,5,Rupture/Explosion,1,2010-06-05Rupture/Explosion
06/06/2010,2010,6,6,False Alarm,20,2010-06-06False Alarm
06/06/2010,2010,6,6,Fire,3,2010-06-06Fire
06/06/2010,2010,6,6,Hazardous Condition,8,2010-06-06Hazardous Condition
06/06/2010,2010,6,6,Investigation,14,2010-06-06Investigation
06/06/2010,2010,6,6,Medical/Rescue,66,2010-06-06Medical/Rescue
06/06/2010,2010,6,6,Public Service Assistance,11,2010-06-06Public Service Assistance
07/06/2010,2010,6,7,False Alarm,16,2010-06-07False Alarm
07/06/2010,2010,6,7,Fire,1,2010-06-07Fire
07/06/2010,2010,6,7,Hazardous Condition,15,2010-06-07Hazardous Condition
07/06/2010,2010,6,7,Investigation,12,2010-06-07Investigation
07/06/2010,2010,6,7,Medical/Rescue,54,2010-06-07Medical/Rescue
07/06/2010,2010,6,7,Public Service Assistance,6,2010-06-07Public Service Assistance
08/06/2010,2010,6,8,False Alarm,21,2010-06-08False Alarm
08/06/2010,2010,6,8,Hazardous Condition,13,2010-06-08Hazardous Condition
08/06/2010,2010,6,8,Investigation,12,2010-06-08Investigation
08/06/2010,2010,6,8,Medical/Rescue,59,2010-06-08Medical/Rescue
08/06/2010,2010,6,8,Public Service Assistance,3,2010-06-08Public Service Assistance
09/06/2010,2010,6,9,False Alarm,27,2010-06-09False Alarm
09/06/2010,2010,6,9,Fire,5,2010-06-09Fire
09/06/2010,2010,6,9,Hazardous Condition,22,2010-06-09Hazardous Condition
09/06/2010,2010,6,9,Investigation,20,2010-06-09Investigation
09/06/2010,2010,6,9,Medical/Rescue,55,2010-06-09Medical/Rescue
09/06/2010,2010,6,9,Public Service Assistance,7,2010-06-09Public Service Assistance
10/06/2010,2010,6,10,False Alarm,17,2010-06-10False Alarm
10/06/2010,2010,6,10,Fire,3,2010-06-10Fire
10/06/2010,2010,6,10,Hazardous Condition,17,2010-06-10Hazardous Condition
10/06/2010,2010,6,10,Investigation,9,2010-06-10Investigation
10/06/2010,2010,6,10,Medical/Rescue,46,2010-06-10Medical/Rescue
10/06/2010,2010,6,10,Public Service Assistance,3,2010-06-10Public Service Assistance
11/06/2010,2010,6,11,False Alarm,15,2010-06-11False Alarm
11/06/2010,2010,6,11,Fire,5,2010-06-11Fire
11/06/2010,2010,6,11,Hazardous Condition,20,2010-06-11Hazardous Condition
11/06/2010,2010,6,11,Investigation,11,2010-06-11Investigation
11/06/2010,2010,6,11,Medical/Rescue,64,2010-06-11Medical/Rescue
11/06/2010,2010,6,11,Public Service Assistance,9,2010-06-11Public Service Assistance
11/06/2010,2010,6,11,Rupture/Explosion,1,2010-06-11Rupture/Explosion
12/06/2010,2010,6,12,False Alarm,23,2010-06-12False Alarm
12/06/2010,2010,6,12,Hazardous Condition,16,2010-06-12Hazardous Condition
12/06/2010,2010,6,12,Investigation,13,2010-06-12Investigation
12/06/2010,2010,6,12,Medical/Rescue,57,2010-06-12Medical/Rescue
12/06/2010,2010,6,12,Public Service Assistance,22,2010-06-12Public Service Assistance
13/06/2010,2010,6,13,False Alarm,24,2010-06-13False Alarm
13/06/2010,2010,6,13,Fire,7,2010-06-13Fire
13/06/2010,2010,6,13,Hazardous Condition,21,2010-06-13Hazardous Condition
13/06/2010,2010,6,13,Investigation,6,2010-06-13Investigation
13/06/2010,2010,6,13,Medical/Rescue,73,2010-06-13Medical/Rescue
13/06/2010,2010,6,13,Public Service Assistance,20,2010-06-13Public Service Assistance
14/06/2010,2010,6,14,False Alarm,22,2010-06-14False Alarm
14/06/2010,2010,6,14,Fire,4,2010-06-14Fire
14/06/2010,2010,6,14,Hazardous Condition,23,2010-06-14Hazardous Condition
14/06/2010,2010,6,14,Investigation,16,2010-06-14Investigation
14/06/2010,2010,6,14,Medical/Rescue,62,2010-06-14Medical/Rescue
14/06/2010,2010,6,14,Public Service Assistance,9,2010-06-14Public Service Assistance
15/06/2010,2010,6,15,False Alarm,15,2010-06-15False Alarm
15/06/2010,2010,6,15,Hazardous Condition,27,2010-06-15Hazardous Condition
15/06/2010,2010,6,15,Investigation,10,2010-06-15Investigation
15/06/2010,2010,6,15,Medical/Rescue,53,2010-06-15Medical/Rescue
15/06/2010,2010,6,15,Public Service Assistance,6,2010-06-15Public Service Assistance
16/06/2010,2010,6,16,False Alarm,26,2010-06-16False Alarm
16/06/2010,2010,6,16,Fire,7,2010-06-16Fire
16/06/2010,2010,6,16,Hazardous Condition,19,2010-06-16Hazardous Condition
16/06/2010,2010,6,16,Investigation,8,2010-06-16Investigation
16/06/2010,2010,6,16,Medical/Rescue,41,2010-06-16Medical/Rescue
16/06/2010,2010,6,16,Public Service Assistance,5,2010-06-16Public Service Assistance
17/06/2010,2010,6,17,False Alarm,22,2010-06-17False Alarm
17/06/2010,2010,6,17,Hazardous Condition,21,2010-06-17Hazardous Condition
17/06/2010,2010,6,17,Investigation,14,2010-06-17Investigation
17/06/2010,2010,6,17,Medical/Rescue,56,2010-06-17Medical/Rescue
17/06/2010,2010,6,17,Public Service Assistance,5,2010-06-17Public Service Assistance
18/06/2010,2010,6,18,False Alarm,18,2010-06-18False Alarm
18/06/2010,2010,6,18,Fire,1,2010-06-18Fire
18/06/2010,2010,6,18,Hazardous Condition,28,2010-06-18Hazardous Condition
18/06/2010,2010,6,18,Investigation,10,2010-06-18Investigation
18/06/2010,2010,6,18,Medical/Rescue,56,2010-06-18Medical/Rescue
18/06/2010,2010,6,18,Public Service Assistance,13,2010-06-18Public Service Assistance
19/06/2010,2010,6,19,False Alarm,14,2010-06-19False Alarm
19/06/2010,2010,6,19,Hazardous Condition,24,2010-06-19Hazardous Condition
19/06/2010,2010,6,19,Investigation,12,2010-06-19Investigation
19/06/2010,2010,6,19,Medical/Rescue,72,2010-06-19Medical/Rescue
19/06/2010,2010,6,19,Public Service Assistance,15,2010-06-19Public Service Assistance
19/06/2010,2010,6,19,Rupture/Explosion,1,2010-06-19Rupture/Explosion
